"doc_id","contents","metadata"
"2WikiMultihopQA_C59_1","Lucy Kurtz: L: ucy Cometina Kurtz( 11 April 1861 – 31 December 1937) was the wife of the 1st President of Ireland, Douglas Hyde.S: he was born on 11 April 1861, in Berlin, Germany, and christened on 4 September 1861, in Liverpool, United Kingdom.S: he was the wife of Douglas Hyde, the first President of Ireland.S: he died on 31 December 1937, at Ratra in Frenchpark, County Roscommon in Ireland, just before her husband was elected as President.Archibald I, Lord of Douglas: A: rchibald of Douglas( before 1198 – d.c. 1238) was a Scottish Nobleman.H: e was the son of William of Douglas.Margaret Douglas, Fair Maid of Galloway: M: argaret Douglas, Countess of Douglas( died c. 1474), known as the Fair Maid of Galloway, was a Scottish noblewoman, a member of the Black Douglas family towards the end of the family's position as a major force in Scotland.S: he was the daughter of Archibald Douglas, 5th Earl of Douglas, and Eupheme Graham, daughter of Patrick Graham, Earl of Strathearn and Euphemia Stewart, Countess of Strathearn.S: he acquired Galloway when her two brothers( one of whom was William Douglas, 6th Earl of Douglas) were murdered at the Black Dinner in Edinburgh Castle.S: he married her cousin William Douglas, 8th Earl of Douglas.W: hen he was assassinated she obtained permission to marry his brother, James Douglas, 9th Earl of Douglas, but it is not entirely clear that the marriage ever happened, if it did it must have ended in divorce since they both married again.S: he then married John Stewart, 1st Earl of Atholl.S: he had no children by the Earls of Douglas, but two daughters by the Earl of Atholl.T: hese were Janet, wife of Alexander Gordon, 3rd Earl of Huntly and Elizabeth, wife of Andrew Gray, 2nd Lord Gray.T: hey both had issue by their respective husbands.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 912222)}"
"2WikiMultihopQA_C60_0","Ayumi Hamasaki: B: orn and raised in Fukuoka, Fukuoka Prefecture, Hamasaki moved to Tokyo at fourteen in 1993 to pursue a career in singing and acting.I: n 1998, under the tutelage of Avex CEO Max Matsuura, Hamasaki released her debut single ""Poker Face"" and debut major-label album ""A Song for XX"".T: he album debuted at the top of the Oricon charts and remained there for five weeks, selling over a million copies.H: er next ten albums shipped over a million copies in Japan, with her third, ""Duty,"" selling nearly three million."": A:  Best"", her first compilation album, is her best-selling album, with more than four million copies sold in Japan.S: ince 2006, after her album ""Secret"" was released, album and single sales have declined.H: amasaki has sold over 80 million records, making her the best-selling Japanese solo artist of all time.D: uring the height of her career, Hamasaki was dubbed the ""Empress of J-pop"" because of her popularity in Japan and Asia.F: ollowing an ear infection in 2000, she has suffered worsening hearing loss and is completely deaf in one ear.Bernie Bonvoisin: B: ernard Bonvoisin, known as Bernie Bonvoisin( born 9 July 1956 in Nanterre, Hauts- de- Seine), is a French hard rock singer and film director.H: e is best known for having been the singer of Trust.H: e was one of the best friends of Bon Scott the singer of AC/ DC and together they recorded the song"" Ride On"" which was one of the last songs by Bon Scott.Astrid North: A: strid North( Astrid Karina North Radmann; 24 August 1973, Berlin – 25 June 2019, Berlin) was a German soul singer and songwriter.S: he was the singer of the German band, with whom she released five Albums.A: s guest singer of the band she published three albums.O Valencia!: "":  O Valencia!"" is the fifth single by the indie rock bandT: he Decemberists, and the first released from their fourth studio album,"" The Crane Wife"".T: he music was written by The Decemberists and the lyrics by Colin Meloy.I: t tells a story of two star- crossed lovers.T: he singer falls in love with a person who belongs to an opposing gang.A: t the end of the song, the singer's lover jumps in to defend the singer, who is confronting his lover's brother( the singer's"" sworn enemy"") and is killed by the bullet intended for the singer.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 913228)}"
"2WikiMultihopQA_C60_1","Marion Black: M: arion Black is an American soul singer and songwriter from Columbus, Ohio, best known for his 1970 song"" Who Knows"".Yandros Sinuhe: Y: andros Sinuhe( June 28, 1835 – June 20, 1869) was the captain of Shinsengumi, the best swordsman and strategist who born in Tokyo, and he was lived during the Meiji eon.Caspar Babypants: C: aspar Babypants is the stage name of children's music artist Chris Ballew, who is also widely known as the singer of The Presidents of the United States of America.Kristian Leontiou: K: ristian Leontiou (born February 1982) is a British singer of Greek Cypriot descent, and is the singer for the indie rock band One eskimO.Who...: "": Who..."" is a Japanese-language song recorded by singer Ayumi Hamasaki.I: t served as a standard track to her second studio album ""Loveppears"" (1999), and was re-recorded and released as a promotional single by Avex Trax in Japan as part of the promotion towards her fifth greatest hits compilation album  on September 10, 2008.T: he track was written by Hamasaki herself, while production was handled by long-time collaborator Max Matsuura.M: usically, it is a J-Pop ballad that was written in third-person perspective, like the rest of the content from ""Loveppears"".T: he lyrics details the encapsulation of Hamasaki, and explaining her message of her own philosophy.D: uring its promotional release in 2008, it reached number 49 on the ""Billboard"" Adult Alternative Songs chart in Japan, and number 19 on the RIAJ Monthly Ringtones chart.I: t was certified Platinum by the Recording Industry Association of Japan (RIAJ) for digital sales of 250,000 units.T: o promote the single, it appeared on remix and greatest hits compilation albums conducted by Hamasaki.Billy Milano: B: illy Milano is a Bronx- born heavy metal musician now based in Austin, Texas.H: e is the singer and- occasionally- guitarist and bassist of crossover thrash band M.O.D., and he was also the singer of its predecessor, Stormtroopers of Death.H: e was also the singer of United Forces, which also featured his Stormtroopers of Death bandmate Dan Lilker.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 913228)}"
"2WikiMultihopQA_C61_0","Goliath and the Rebel Slave: G: oliath and the Rebel Slave, also known as The Tyrant of Lydia Against the Son of Hercules, is a 1963 Eastmancolor peplum film directed by Mario Caiano.Antonio Leonviola: A: ntonio Leonviola, sometimes Leon Viola (1913–1995), was an Italian screenwriter and film director and co-founder of the ""Libera Università del Cinema di Roma"".Ulysses Against the Son of Hercules: U: lysses Against the Son of Hercules is a 1962"" peplum"" film directed by Mario Caiano.The Terror of Rome Against the Son of Hercules: T: he Terror of Rome Against the Son of Hercules is a 1964 peplum film directed by Mario Caiano and starring Mark Forest and Marilù Tolo.Devil of the Desert Against the Son of Hercules: D: evil of the Desert Against the Son of Hercules is a 1964 international co-production filmed in Algeria and directed by Antonio Margheriti.Triumph of the Son of Hercules: T: riumph of the Son of Hercules is a 1961 Italian peplum film directed by Tanio Boccia and starring Kirk Morris.Venus Against the Son of Hercules: V: enus Against the Son of Hercules( also known as Mars, God of War and The Son of Hercules vs. Venus) is a 1962 Italian peplum film written and directed by Marcello Baldi and starring Roger Browne and Jackie Lane.Mole Men Against the Son of Hercules: M: ole Men Against the Son of Hercules (/ ""Maciste, the Strongest Man in the World"") is a 1961 Italian ""peplum"" film directed by Antonio Leonviola and starring Mark Forest.Fire Monsters Against the Son of Hercules: F: ire Monsters Against the Son of Hercules  is a 1962 film directed by Guido Malatesta that was filmed in Yugoslavia and Italy.Messalina vs. the Son of Hercules: M: essalina vs. the Son of Hercules is a 1964"" peplum"" film directed by Umberto Lenzi and starring Richard Harrison and Lisa Gastoni.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 913228)}"
"2WikiMultihopQA_C62_0","Cleomenes II: C: leomenes II( died 309 BC) was Agiad King of Sparta from 369 to 309 BC.T: he son of Cleombrotus I, he succeeded his brother Agesipolis II.H: e was the father of Acrotatus I, the father of Areus I, and of Cleonymus, the father of Leonidas II.Alexandre Gaydamak: A: lexandre ""Sacha"" Gaydamak (born May 1976 in France) is a French and Israeli businessman.A:  member of the wealthy Gaydamak family, he is the only son of Arcadi Gaydamak.I: n January 2006 he announced that he was following his father into association football club ownership by becoming co-owner of English Premier League club Portsmouth F.C. with Milan Mandarić.H: is father was the owner of Israeli side Beitar Jerusalem.I: n July 2006 Alexandre Gaydamak became the sole owner of Portsmouth, although Mandarić remained at the club as non-executive chairman until later that year.G: aydamak owns a Luxembourg-based company, Belvia SARL and a British Virgin Islands company, Devondale Investments, which owned Portsmouth F.C.O: n 21 July 2009, Gaydamak agreed to sell Portsmouth F.C. to Sulaiman Al Fahim in principle, and therefore stepped down from the board.H: e remained the owner of the club until the details of the sale had been finalised on 8 June 2009.G: aydamak has been alleged to have asset stripped Portsmouth F.C. before this sale and yet still retains a claim, said to be £32,000,000, against the club as a creditor despite the huge debts at the club.I: nvestigations into these allegations are ongoing.O: n 22 October 2010 Gaydamak's business acumen came into question after reports of him demanding a payment from his former club Portsmouth for an apparent £2.5million.I: t seems that he was unsure that his unpaid debt would be repaid.T: he case was made more embarrassing after Portsmouth F.C had received confirmation several times from Gaydamak himself that the terms were agreed and that he was a secured creditor meaning that not only would be paid in full, but he would also be paid before many unsecured creditors who are set to only receive 20% of any debt.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 914736)}"
"2WikiMultihopQA_C62_1","Mikhail Gaydamak: M: ikhail Dmitriyevich Gaydamak( born 21 November 1996) is a Russian football player who plays for Volna Pinsk.John Templeton (botanist): J: ohn Templeton( 1766–1825) was an early Irish naturalist and botanist.H: e is often referred to as the"" Father of Irish Botany"".H: e was the father of naturalist, artist and entomologist Robert Templeton.Arcadi Gaydamak: A: rcadi Aleksandrovich Gaydamak (born 8 April 1952 in Moscow, USSR) is a Russian-born French-Israeli businessman, philanthropist, and President of the Congress of Jewish Religious Communities and Organizations of Russia (KEROOR).H: e emigrated to Israel at the age of 20 and lived on a kibbutz, then moved to France and opened a translation bureau.I: n the 1990s he was awarded the French ""Ordre national du Mérite"" and the ""Ordre du Mérite agricole"" for actions taken to rescue personnel in the War in Bosnia.I: n the AngolaGate scandal, he was convicted of failure to declare income.O: n November 24, 2015, he started serving a prison sentence at Fresnes prison in France for that tax issue.I: n the early 21st century, Gaydamak returned to Israel, where he founded Social Justice, a movement that became a political party.H: e ran for mayor of Jerusalem but did not win.H: e bought Hapoel Jerusalem, a professional basketball club.H: e also bought two newspapers, one in France and one in Russia.H: e directed the latter to take a pro-government/Vladimir Putin editorial stance.I: n Israel he has been a generous philanthropist.Takayama Tomoteru: H: e was the father of Takayama Ukon, and was a Kirishitan.Inoue Masaru (bureaucrat): V: iscount was the first Director of Railways in Japan and is known as the"" father of the Japanese railways"".Obata Toramori: H: e was the father of Obata Masamori.Anacyndaraxes: A: nacyndaraxes was the father of Sardanapalus, king of Assyria.Arthur Beauchamp: A: rthur Beauchamp( 1827 – 28 April 1910) was a Member of Parliament from New Zealand.H: e is remembered as the father of Harold Beauchamp, who rose to fame as chairman of the Bank of New Zealand and was the father of writer Katherine Mansfield.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 914736)}"
"2WikiMultihopQA_C63_0","Ben Palmer: B: en Palmer is a British film and television director who is known for being the director of"" Bo' Selecta"" and"" The Inbetweeners"".Brian Kennedy (gallery director): B: rian Patrick Kennedy( born 5 November 1961) is an Irish- born art museum director who has worked in Ireland and Australia, and now lives and works in the United States.H: e is currently the director of the Peabody Essex Museum.H: e was the director of the Toledo Museum of Art in Ohio from 2010 to 2019.H: e was the director of the Hood Museum of Art from 2005 to 2010, and the National Gallery of Australia( Canberra) from 1997- 2004.Toen 't licht verdween: T: oen't licht verdween is a 1918 Dutch silent drama film directed by Maurits Binger.Maurits Binger: M: aurits Binger (5 April 1868 – 9 April 1923) was a Dutch film director, producer and screenwriter of the silent era.H: e directed 39 films between 1913 and 1922 and is considered one of the pioneers of fictional films in the Netherlands.B: inger's studio and base of operations was in Haarlem, North Holland.B: etween 1919 and 1923 he was managing director of Anglo-Hollandia an attempt to break into the larger British market.T: here is a film institute in the Netherlands in his name.H: e is sometimes referred to as Maurice Binger.Drew Esocoff: D: rew Esocoff( born c. 1957) is an American television sports director, who as of 2006 has been the director of NBC Sunday Night Football.Boum sur Paris: B: oum sur Paris, is a French comedy film from 1953, directed by Maurice de Canonge.Maurice de Canonge: M: aurice de Canonge( March 18, 1894 – January 10, 1979) was a French actor and film director.H: e is also sometimes known by the name Maurice Cannon.Elliot Silverstein: E: lliot Silverstein( born August 3, 1927, in Boston, Massachusetts) is an American director, who is best known for being the director of the movie"" Cat Ballou""( 1965).Abhishek Saxena: A: bhishek Saxena is an Indian Bollywood and Punjabi film director who directed the movie Phullu.T: he Phullu movie was released in theaters on 16 June 2017, in which film Sharib Hashmi is the lead role.A: part from these, he has also directed Patiala Dreamz, this is a Punjabi film.T: his film was screened in cinemas in 2014.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 915749)}"
"2WikiMultihopQA_C63_1","G. Marthandan: G: . Marthandan is an Indian film director who works in Malayalam cinema.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 915749)}"
"2WikiMultihopQA_C64_0","Henry IV of France: H: enry IV (read as ; 13 December 1553 – 14 May 1610), also known by the epithet Good King Henry or Henry the Great, was King of Navarre (as Henry III) from 1572 and King of France from 1589 to 1610.H: e was the first monarch of France from the House of Bourbon, a cadet branch of the Capetian dynasty.H: e was assassinated in 1610 by François Ravaillac, a fanatical Catholic, and was succeeded by his son Louis XIII.T: he son of Antoine de Bourbon, Duke of Vendôme and Jeanne d'Albret, the Queen of Navarre, Henry was baptised as a Catholic but raised in the Protestant faith by his mother.H: e inherited the throne of Navarre in 1572 on his mother's death.A: s a Huguenot, Henry was involved in the French Wars of Religion, barely escaping assassination in the St. Bartholomew's Day massacre.H: e later led Protestant forces against the royal army.H: e and his predecessor Henry III of France were direct descendants of Saint-King Louis IX.H: enry III belonged to the House of Valois, descended from Philip III of France, elder son of Saint Louis; Henry IV belonged to the House of Bourbon, descended from Robert, Count of Clermont, younger son of Saint Louis.A: s Head of the House of Bourbon, Henry was ""first prince of the blood"".U: pon the death of his brother-in-law and distant cousin Henry III in 1589, Henry was called to the French succession by the Salic law.H: e initially kept the Protestant faith (the only French king to do so) and had to fight against the Catholic League, which denied that he could wear France's crown as a Protestant.T: o obtain mastery over his kingdom, after four years of stalemate, he found it prudent to abjure the Calvinist faith.A: s a pragmatic politician (in the parlance of the time, a ""politique""), he displayed an unusual religious tolerance for the era.N: otably, he promulgated the Edict of Nantes (1598), which guaranteed religious liberties to Protestants, thereby effectively ending the Wars of Religion.C: onsidered a usurper by some Catholics and a traitor by some Protestants, Henry became target of at least 12 assassination attempts.A: n unpopular king among his contemporaries, Henry gained more status after his death.H: e was admired for his repeated victories over his enemies and his conversion to Catholicism.T: he ""Good King Henryle bon roi Henri"") was remembered for his geniality and his great concern about the welfare of his subjects.A: n active ruler, he worked to regularise state finance, promote agriculture, eliminate corruption and encourage education.D: uring his reign, the French colonization of the Americas truly began with the foundation of the colony of Acadia and its capital Port-Royal.H: e was celebrated in the popular song ""Vive le roi Henri"" (which later became an anthem for the French monarchy during the reigns of his successors) and in Voltaire's ""Henriade"".","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 915749)}"
"2WikiMultihopQA_C64_1","Prince Henri of Orléans: P: rince Henri of Orléans( 16 October 1867 – 9 August 1901) was the son of Prince Robert, Duke of Chartres, and Princess Françoise of Orléans.Gaston, Duke of Orléans: G: aston, Duke of Orléans (24 April 1608 – 2 February 1660), was the third son of King Henry IV of France and his wife Marie de' Medici.A: s a son of the king, he was born a ""Fils de France"".H: e later acquired the title Duke of Orléans, by which he was generally known during his adulthood.A: s the eldest surviving brother of King Louis XIII, he was known at court by the traditional honorific Monsieur.Hannah Arnold: H: annah Arnold, also known as Hannah Waterman King, was the grandmother of Benedict Arnolds children.Tjuyu: T: juyu( sometimes transliterated as Thuya or Thuyu) was an Egyptian noblewoman and the mother of queen Tiye, and the wife of Yuya.S: he is the grandmother of Akhenaten, and great grandmother of Tutankhamun.Charles, Duke of Orléans: C: harles of Orléans( 24 November 1394 – 5 January 1465) was Duke of Orléans from 1407, following the murder of his father, Louis I, Duke of Orléans, on the orders of John the Fearless, Duke of Burgundy.H: e was also Duke of Valois, Count of Beaumont- sur- Oise and of Blois, Lord of Coucy, and the inheritor of Asti in Italy via his mother Valentina Visconti, daughter of Gian Galeazzo Visconti, Duke of Milan.H: e is now remembered as an accomplished medieval poet owing to the more than five hundred extant poems he produced, written in both French and English, during his 25 years spent as a prisoner of war and after his return to France.Philip, Count of Vertus: P: hilip of Orléans, Count of Vertus( 21/24 July 1396 – 1 September 1420), was the second son of Louis I, Duke of Orléans, and Valentina Visconti, and a grandson of Charles V of France.H: is older brother was the noted poet Charles, Duke of Orléans and his younger brother was John, Count of Angoulême.Philip, Duke of Orléans: P: hilip of Orléans( 1 July 1336 at Vincennes – 1 September 1375 at Orléans) was a Duke of Orléans, Touraine, and Count of Valois, the fifth son of King Philip VI of France and his wife Joan the Lame.H: is father named him Duke of Orléans, a newly created duchy, in 1344.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 915749)}"
"2WikiMultihopQA_C64_2","Hubba bint Hulail: H: ubba bint Hulail was the grandmother of Hashim ibn' Abd Manaf, thus the great- great- great- grandmother of the Islamic"" Nabī""( Prophet) Muhammad ibn Abdullah.Prince Jacques, Duke of Orléans: P: rince Jacques of Orléans, Duke of Orléans,"" fils de France""( Jacques Jean Jaroslaw Marie; born 25 June 1941 in Rabat, Morocco), is the son of Henri, Count of Paris( the Orléanist claimant to the French throne from 1940 until his death) and his wife, Princess Isabelle of Orléans- Braganza.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 915749)}"
"2WikiMultihopQA_C65_0","S. N. Mathur: S: .N. Mathur was the Director of the Indian Intelligence Bureau between September 1975 and February 1980.H: e was also the Director General of Police in Punjab.Brian Kennedy (gallery director): B: rian Patrick Kennedy( born 5 November 1961) is an Irish- born art museum director who has worked in Ireland and Australia, and now lives and works in the United States.H: e is currently the director of the Peabody Essex Museum.H: e was the director of the Toledo Museum of Art in Ohio from 2010 to 2019.H: e was the director of the Hood Museum of Art from 2005 to 2010, and the National Gallery of Australia( Canberra) from 1997- 2004.Jesse E. Hobson: J: esse Edward Hobson( May 2, 1911 – November 5, 1970) was the director of SRI International from 1947 to 1955.P: rior to SRI, he was the director of the Armour Research Foundation.Dana Blankstein: D: ana Blankstein- Cohen( born March 3, 1981) is the director of the Israeli Academy of Film and Television.S: he is a film director, and an Israeli culture entrepreneur.Olav Aaraas: O: lav Aaraas( born 10 July 1950) is a Norwegian historian and museum director.H: e was born in Fredrikstad.F: rom 1982 to 1993 he was the director of Sogn Folk Museum, from 1993 to 2010 he was the director of Maihaugen and from 2001 he has been the director of the Norwegian Museum of Cultural History.I: n 2010 he was decorated with the Royal Norwegian Order of St. Olav.John Francis Dillon (director): J: ohn Francis Dillon (July 13, 1884 – April 4, 1934) was an American film director and actor of the silent era.H: e directed 130 films between 1914 and 1934.H: e also appeared in 74 films between 1914 and 1931.H: e was born in New York, New York, was a brother of Robert A. Dillon, and died in Los Angeles, California from a heart attack.Peter Levin: P: eter Levin is an American director of film, television and theatre.Ian Barry (director): I: an Barry is an Australian director of film and TV.The Half-Way Girl: T: he Half-Way Girl is a 1925 American silent drama film directed by John Francis Dillon that was filmed around the Jersey Shore.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 916751)}"
"2WikiMultihopQA_C65_1","Jason Moore (director): J: ason Moore( born October 22, 1970) is an American director of film, theatre and television.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 916751)}"
"2WikiMultihopQA_C66_0","Ludwig von Westphalen: J: ohann Ludwig von Westphalen( 11 July 1770 – 3 March 1842) was a liberal Prussian civil servant and the father- in- law of Karl Marx.Hermann I, Landgrave of Thuringia: H: ermann I (died 25 April 1217), Landgrave of Thuringiaa: nd (as Hermann III)C: ount Palatine of Saxony, was the second son of Louis II, Landgrave of Thuringia (""the Iron""), and Judith of Hohenstaufen, the sister of Emperor Frederick Barbarossa.Barthold A. Butenschøn Sr.: H: ans Barthold Andresen Butenschøn( 27 December 1877 – 28 November 1971) was a Norwegian businessperson.H: e was born in Kristiania as a son of Nils August Andresen Butenschøn and Hanna Butenschøn, and grandson of Nicolay Andresen.T: ogether with Mabel Anette Plahte( 1877 – 1973, a daughter of Frithjof M. Plahte) he had the son Hans Barthold Andresen Butenschøn Jr. and was through him the father- in- law of Ragnhild Butenschøn and grandfather of Peter Butenschøn.T: hrough his daughter Marie Claudine he was the father- in- law of Joakim Lehmkuhl, through his daughter Mabel Anette he was the father- in- law of Harald Astrup( a son of Sigurd Astrup) and through his daughter Nini Augusta he was the father- in- law of Ernst Torp.H: e took commerce school and agricultural school.H: e was hired in the family company N. A. Andresen& Co, and became a co-owner in 1910.H: e eventually became chief executive officer.T: he bank changed its name to Andresens Bank in 1913 and merged with Bergens Kreditbank in 1920.T: he merger was dissolved later in the 1920s.H: e was also a landowner, owning Nedre Skøyen farm and a lot of land in Enebakk.H: e chaired the board of Nydalens Compagnie from 1926, having not been a board member before that.H: e also chaired the supervisory council of Forsikringsselskapet Viking and Nedre Glommen salgsforening, and was a supervisory council member of Filharmonisk Selskap.H: e was a member of the gentlemen's club SK Fram since 1890, and was proclaimed a lifetime member in 1964.H: e was buried in Enebakk.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 917755)}"
"2WikiMultihopQA_C66_1","Ogawa Mataji: V: iscount was a general in the early Imperial Japanese Army.H: e was also the father- in- law of Field Marshal Gen Sugiyama.James Armour (Master mason): J: ames Armour (15 January 1730 – 20 September 1798) was a master mason and father of Jean Armour, and therefore the father-in-law of the poet Robert Burns.John Vernou Bouvier III: J: ohn Vernou"" Black Jack"" Bouvier III( May 19, 1891 – August 3, 1957) was an American Wall Street stockbroker and socialite.H: e was the father of First Lady Jacqueline Kennedy Onassis and of socialite Lee Radziwill, and was the father- in- law of John F. Kennedy.Peter Burroughs: P: eter Burroughs( born 27 January 1947) is a British television and film actor, the director of Willow Management.H: e is the father- in- law of actor and TV presenter Warwick Davis.Harry Smith (athlete): H: arry James Smith( July 30, 1888 – November 20, 1962) was an American long- distance runner.H: e was most notable for competing in the 1912 Olympics in Stockholm.H: e was also the father of Hart wrestling family matriarch Helen Hart and the father- in- law of Stu Hart.Sophia of Wittelsbach: S: ophia of Wittelsbach (1170–1238) was a daughter ofO: tto I Wittelsbach, who was Count Palatine and later Duke of Bavaria, and his wife Agnes of Loon.I: n 1196, Sophia married Landgrave Hermann I of Thuringia; she was his second wife.T: hey had the following children:John Adams (merchant): J: ohn Adams( 1672 or 1673 – 1745) was an American- born Canadian merchant and member of the Nova Scotia Council.H: e was the father- in- law of Henry Newton( politician).","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 917755)}"
"2WikiMultihopQA_C67_0","Henry III, Count of Louvain: H: enry III of Louvain( German:"" Heinrich"", Dutch:"" Hendrik"", French:"" Henri""; died 1095), was count of Louvain( Leuven) and landgrave of Brabant, son of Henry II( c. 1020 – 1078), count of Louvain and Brussels, and Adela of Orthen( or Betuwe), a daughter of Count Everard of Orthen.Henry II, Count of Louvain: H: enry II( German:"" Heinrich"", Dutch:"" Hendrik"", French:"" Henri"") was Count of Louvain( Leuven) from 1054 through 1071.H: enry II was the son of Lambert II, Count of Louvain and Oda of Verdun.H: is maternal uncles included Pope Stephen X and Godfrey the Bearded, Duke of Lorraine.Werner, Count of Valenciennes: W: erner( Garnier, Warin)( died 973), Count of Valenciennes and Count of Hesbaye and Zülpich, brother of Renaud, Count of Mons.H: is parentage is unknown.I: n 953, Reginar III was defeated by King Lothair and Archbishop Bruno, and banished to Bavaria.A: t that time, Werner became the successor of Rudolf as Count of Hesbaye, Werner, is referred to as count in a charter confirmed by Bruno.B: efore 966, it appears that at least some of Rudolf's property was confiscated and placed under Werner.A: fter the disgrace of Count Reginar III, Godfrey I, Duke of Lower Lorraine, received the County of Hainaut, which included the cities of Mons and Valenciennes.A: fter the death of Godfrey, Amaury became Count of Valenciennes, while Richer assumed the countship of Mons.A: fter the death of Amaury, Emperor Otto I appointed Werner as the Count of Valenciennes.R: eturning from exile in 973, the sons of Reginar III, Reginar IV, Count of Mons, and Lambert I, Count of Louvain, killed both Werner and his brother Renaud at the battle of Peronne.W: erner had no known children.Henry I, Count of Louvain: H: enry I was Count of Louvain from 1015 until 1038.Otto I, Margrave of Meissen: O: tto I was the Margrave of Meissen from 1062 until his death in 1067, and the second Margrave of the family of the counts of Weimar and Orlamünde.H: e was a younger son of William III of Weimar and Oda, daughter of Thietmar, Margrave of the Saxon Ostmark.H: e inherited Orlamünde from his father in 1039 and Weimar from his brother William in 1062.H: e was appointed by the Emperor Henry IV to succeed William in Meissen as well.H: e became Advocate of the Cathedral of Merseburg in 1066.H: e married Adela of Louvain, daughter of Lambert II, Count of Louvain, son of Lambert I of Louvain, before 1060.S: he gave him three daughters:W: hen he died, she remarried to Dedi I of Lusatia, Otto's stepfather.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 917755)}"
"2WikiMultihopQA_C67_1","Lambert II, Count of Lens: L: ambert II, Count of Lens( died 1054) was a French nobleman.H: e was likely born circa 1030.T: his would put his death age at about 24 years old.H: e was the son of Eustace I, Count of Bologne and of Maud of Louvain( daughter of Lambert I of Louvain).h: e married Adelaide of Normandy, Countess of Aumale, daughter of Robert I, Duke of Normandy and sister of William the Conqueror.A: delaide was the widow of Enguerrand II, Count of Ponthieu who died in 1053.L: ambert and Adelaide had a daughter, Judith of Lens, although Lambert would scarcely have seen her; he was killed at the battle of Lille in 1054.L: ambert was supporting Baldwin V, Count of Flanders against Henry III, Holy Roman Emperor when he was killed in battle.H: is widow, Adelaide, married thirdly, Odo, Count of Champagne.Sigramnus, Count of Hesbaye: S: igramnus (Sigrand), was the Count of Hesbaye.S: igramnus became Count of Hesbaye by virtue of his marriage to the daughter of Lambert, Count of Hesbaye.T: he dates of his rule are unknown but are believed to be between that of Lambert’s son and grandson, and so it was perhaps an interim position until the latter became of age.T: he only knowledge available on Sigramnus is through his son, the Bishop of Metz, and grandson Ingerman of Hesbaye, father of Ermengard, wife of Louis the Pious.S: igramnus is known to have been an early supporter of Charles Martel, even before the Battle of Amblève.S: igramnus married , daughter of Lambert, Count of Hesbaye.T: hey had three children:
Previous histories have portrayed Sigramnus as the husband of the daughter of Charles Martel, but this has been largely discredited.S: igramnus was succeeded by his nephew Cancor as Count of Hesbaye.Reginar III, Count of Hainaut: R: eginar III (c. 920 – 973) was a Count of Hainaut from approximately 940 until his exile in 958.H: e was the son of Reginar II, Count of Hainaut.H: e took part in the rebellion of his uncle Gilbert, Duke of Lorraine.W: hen Gilbert was killed in 939, Regnier had to pledge fealty to King Otto the Great.H: e then allied himself with King Louis IV of France, but King Otto sent duke Hermann of Swabia to quell the rebels in 944.O: tto appointed Conrad the Red as duke of Lotharingia, who tried to diminish the power of Reginar.H: owever, when Conrad rose against Otto, Reginar supported him.I: n an anarchic situation, Reginar appropriated the dowry of Gerberga of Saxony, Otto's sister and mother of the French king, and also church property.I: n 953, Bruno, Archbishop of Cologne, who had also been appointed duke of Lotharingia, restored order and defeated Reginar.A: s Reginar refused to submit, he was exiled to Bohemia, where he died.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 917755)}"
