"qid","query","retrieval_gt","generation_gt"
"NQ_Q78","where does the movie proof of life take place","[array(['NQ_C78_0', 'NQ_C78_1', 'NQ_C78_2', 'NQ_C78_3', 'NQ_C78_4'],
       dtype=object)                                                ]","[""The Republic of Tecala, where most of Proof of Life is set, is a fictional South American country. Tecala has long been the scene of an internal conflict between its government forces and the Liberation Army of Tecala (ELT). The ELT was originally a Marxist guerrilla group supported by the Soviet Union, but after the Soviet Union's dissolution in 1991, the ELT's primary source of funding fell through, and they began kidnapping people for ransom to fund their operations. A map seen in the film is that of Ecuador. The country's capital Quito was chosen along with the eastern jungle and the nearby city of Baños de Agua Santa in the Ecuadorian Andes.""]"
"NQ_Q79","where did the saying monkey's uncle come from","[array(['NQ_C79_0'], dtype=object)]","['The term monkey\\'s uncle, most notably seen in the idiom ""(well) I\\'ll be a monkey\\'s uncle"", is used to express complete surprise, amazement or disbelief. It can also be used to acknowledge the impossibility of a situation, in the same way that ""pigs might fly"" is used. An example is if one says: ""I may agree that if two plus two equals five, then I am a monkey\\'s uncle"". ""I\\'ll be a monkey\\'s uncle"" has been said to date from after 1925, the date of the widely publicized Scopes Trial in the United States, where the term first appears. The Oxford English Dictionary\\'s earliest example is the phrase If that\\'s a joke I\\'m a monkey\\'s uncle, from an Ohio newspaper on 8 February 1925. It was originally a sarcastic remark made by creationists. The notion ""that [people] were descended from apes was considered blasphemous...by Darwin\\'s contemporaries"", and it was for this reason that the sarcastic phrase came into use.']"
"NQ_Q80","who breaks a tie in the us senate","[array(['NQ_C80_0', 'NQ_C80_1', 'NQ_C80_2'], dtype=object)]","['The Vice President of the United States is the ex officio President of the Senate, as provided in Article I, Section 3, Clause 4, of the United States Constitution, but may only vote in order to break a tie. According to the U.S. Senate, as of February 28, 2018, a tie-breaking vote had been cast 264 times by 36 vice presidents.']"
"NQ_Q81","robin and the 7 hoods mr booze scene","[array(['NQ_C81_0', 'NQ_C81_1', 'NQ_C81_2', 'NQ_C81_3', 'NQ_C81_4'],
       dtype=object)                                                ]","[]"
"NQ_Q82","derived s.i. unit of joule (j) in terms of fundamental units","[array(['NQ_C82_0', 'NQ_C82_1', 'NQ_C82_2'], dtype=object)]","[]"
"NQ_Q83","where was the movie coming to america shot","[array(['NQ_C83_0', 'NQ_C83_1', 'NQ_C83_2', 'NQ_C83_3', 'NQ_C83_4',
        'NQ_C83_5', 'NQ_C83_6'], dtype=object)                     ]","[]"
"NQ_Q84","where does us highway 1 start and end","[array(['NQ_C84_0', 'NQ_C84_1', 'NQ_C84_2', 'NQ_C84_3', 'NQ_C84_4',
        'NQ_C84_5', 'NQ_C84_6', 'NQ_C84_7', 'NQ_C84_8', 'NQ_C84_9',
        'NQ_C84_10', 'NQ_C84_11'], dtype=object)                   ]","['U.S. Route 1 (US\\xa01) is a major north–south U.S. Highway that serves the East Coast of the United States. It runs 2,369 miles (3,813\\xa0km), from Fort Kent, Maine, at the Canada–US border, south to Key West, Florida, making it the longest north–south road in the United States. US\\xa01 is generally paralleled by Interstate 95 (I-95), though the former is significantly farther west (inland) between Jacksonville, Florida, and Petersburg, Virginia. The highway connects most of the major cities of the East Coast—including Miami, Jacksonville, Richmond, Washington, D.C., Baltimore, Philadelphia, New York City and Boston, passing from the Southeastern United States to New England.']"
"NQ_Q85","who played in charlie's angels full throttle","[array(['NQ_C85_0', 'NQ_C85_1', 'NQ_C85_2', 'NQ_C85_3'], dtype=object)]","[]"
"NQ_Q86","who scored the most points in a single game in the nba","[array(['NQ_C86_0', 'NQ_C86_1', 'NQ_C86_2'], dtype=object)]","[]"
"NQ_Q87","where is natural gas found in the us","[array(['NQ_C87_0', 'NQ_C87_1', 'NQ_C87_2', 'NQ_C87_3', 'NQ_C87_4',
        'NQ_C87_5', 'NQ_C87_6', 'NQ_C87_7', 'NQ_C87_8', 'NQ_C87_9',
        'NQ_C87_10', 'NQ_C87_11', 'NQ_C87_12'], dtype=object)      ]","[]"
"NQ_Q88","when were the first general elections held in independent india","[array(['NQ_C88_0', 'NQ_C88_1'], dtype=object)]","[]"
"NQ_Q89","what was the tower of london originally used for","[array(['NQ_C89_0', 'NQ_C89_1', 'NQ_C89_2', 'NQ_C89_3', 'NQ_C89_4',
        'NQ_C89_5', 'NQ_C89_6', 'NQ_C89_7', 'NQ_C89_8', 'NQ_C89_9',
        'NQ_C89_10', 'NQ_C89_11', 'NQ_C89_12', 'NQ_C89_13', 'NQ_C89_14',
        'NQ_C89_15', 'NQ_C89_16', 'NQ_C89_17', 'NQ_C89_18', 'NQ_C89_19',
        'NQ_C89_20', 'NQ_C89_21', 'NQ_C89_22', 'NQ_C89_23', 'NQ_C89_24',
        'NQ_C89_25', 'NQ_C89_26', 'NQ_C89_27', 'NQ_C89_28', 'NQ_C89_29',
        'NQ_C89_30'], dtype=object)                                     ]","[""The Tower of London, officially Her Majesty's Royal Palace and Fortress of the Tower of London, is a historic castle located on the north bank of the River Thames in central London. It lies within the London Borough of Tower Hamlets, separated from the eastern edge of the square mile of the City of London by the open space known as Tower Hill. It was founded towards the end of 1066 as part of the Norman Conquest of England. The White Tower, which gives the entire castle its name, was built by William the Conqueror in 1078 and was a resented symbol of oppression, inflicted upon London by the new ruling elite. The castle was used as a prison from 1100 (Ranulf Flambard) until 1952 (Kray twins), although that was not its primary purpose. A grand palace early in its history, it served as a royal residence. As a whole, the Tower is a complex of several buildings set within two concentric rings of defensive walls and a moat. There were several phases of expansion, mainly under Kings Richard I, Henry III, and Edward I in the 12th and 13th\\xa0centuries. The general layout established by the late 13th\\xa0century remains despite later activity on the site.""]"
"NQ_Q90","stoneman douglas high school in parkland florida demographics","[array(['NQ_C90_0'], dtype=object)]","[]"
"NQ_Q91","what type of fuel goes in a zippo","[array(['NQ_C91_0', 'NQ_C91_1', 'NQ_C91_2', 'NQ_C91_3', 'NQ_C91_4',
        'NQ_C91_5'], dtype=object)                                 ]","[]"
"NQ_Q92","first jnanpith award was an autor of which language","[array(['NQ_C92_0', 'NQ_C92_1'], dtype=object)]","[""G. Sankara Kurup, (3 June 1901, Nayathode, Kingdom of Cochin (now in Ernakulam district, Kerala, India) – 2 February 1978, Vappalassery, Angamaly, Ernakulam district, Kerala), better known as Mahakavi G (The Great Poet G), was the first winner of the Jnanpith Award, India's highest literary award. He won the prize in 1965 for his collection of poems in Malayalam Odakkuzhal (The Bamboo Flute, 1950). With part of the prize money he established the literary award Odakkuzhal in 1968. He was also the recipient of the Soviet Land Nehru Award, in 1967, and the Padma Bhushan in 1968. His poetry collection Viswadarshanam won the Kerala Sahitya Akademi Award in 1961 and Kendra Sahitya Akademi Award in 1963.""]"
"NQ_Q93","what happened to the son in war of the worlds","[array(['NQ_C93_0', 'NQ_C93_1', 'NQ_C93_2', 'NQ_C93_3', 'NQ_C93_4',
        'NQ_C93_5', 'NQ_C93_6', 'NQ_C93_7', 'NQ_C93_8', 'NQ_C93_9',
        'NQ_C93_10', 'NQ_C93_11', 'NQ_C93_12', 'NQ_C93_13', 'NQ_C93_14'],
       dtype=object)                                                     ]","[]"
"NQ_Q94","who played scotty in the new star trek movie","[array(['NQ_C94_0', 'NQ_C94_1', 'NQ_C94_2', 'NQ_C94_3'], dtype=object)]","[]"
"NQ_Q95","who played the agent in i can only imagine","[array(['NQ_C95_0', 'NQ_C95_1', 'NQ_C95_2', 'NQ_C95_3', 'NQ_C95_4'],
       dtype=object)                                                ]","[]"
"NQ_Q96","who played the mad hatter in the batman tv show","[array(['NQ_C96_0'], dtype=object)]","[]"
"NQ_Q97","hey buddy how can i get this car out of second gear","[array(['NQ_C97_0', 'NQ_C97_1'], dtype=object)]","[]"
"NQ_Q98","how many cracker barrels in the united states","[array(['NQ_C98_0', 'NQ_C98_1', 'NQ_C98_2', 'NQ_C98_3', 'NQ_C98_4',
        'NQ_C98_5', 'NQ_C98_6', 'NQ_C98_7', 'NQ_C98_8'], dtype=object)]","[""The number of combined restaurants and stores owned by Cracker Barrel increased between 1997 and 2000, to more than 420 locations. In 2000 and 2001, the company addressed staffing and infrastructure issues related to this rapid growth by implementing a more rigorous recruitment strategy and introducing new technology, including an order-placement system. From the late 1990s to the mid-2000s, the company focused on opening new locations in residential areas to attract local residents and workers as customers. It updated its marketing in 2006 to encourage new customers, changing the design of its highway billboard advertisements to include images of menu items. Previously the signs had featured only the company's logo. By 2011, Cracker Barrel had opened more than 600 restaurants in 42 states. On January 17, 2012, company founder Dan Evins died of bladder cancer.""]"
"NQ_Q99","in photosynthesis the carbon in co2 is initially fixed to what molecule","[array(['NQ_C99_0', 'NQ_C99_1', 'NQ_C99_2', 'NQ_C99_3', 'NQ_C99_4',
        'NQ_C99_5', 'NQ_C99_6'], dtype=object)                     ]","[]"
"dcd50dfd-b395-4924-bf1c-476f3ed0af66","What is the Milky Way?","[array(['tc_3130_0', 'tc_3130_1', 'tc_3130_3', 'tc_3130_4', 'tc_3130_5',
        'tc_3130_6', 'tc_3130_8', 'tc_3130_9', 'tc_3130_12', 'tc_3130_14',
        'tc_3130_18', 'tc_3130_20', 'tc_3130_25', 'tc_3130_31',
        'tc_3130_36', 'tc_3130_40'], dtype=object)                        ]","this galaxy"
"56bc5e42-bbd4-4ccb-8a73-7f1de1d654d3","Which force is nothing more than the bending of space and time?","[array(['tc_3155_0', 'tc_3155_1', 'tc_3155_3', 'tc_3155_4', 'tc_3155_5',
        'tc_3155_6', 'tc_3155_7', 'tc_3155_8', 'tc_3155_9', 'tc_3155_15',
        'tc_3155_33', 'tc_3155_34'], dtype=object)                       ]","gravitational"
"8a1b7a56-a386-4d13-9225-6b92d17b1c08","Which star is as bright as 23 Suns, and is orbited by the Pup?","[array(['tc_3156_0', 'tc_3156_1', 'tc_3156_2', 'tc_3156_3', 'tc_3156_4',
        'tc_3156_6', 'tc_3156_8', 'tc_3156_9', 'tc_3156_11', 'tc_3156_24',
        'tc_3156_25', 'tc_3156_29', 'tc_3156_37'], dtype=object)          ]","α canis majoris"
"fc65e92e-5a6d-4298-9a74-a893f0091b7f","What are the three primary colours of light?","[array(['qz_2_0', 'qz_2_5', 'qz_2_6', 'qz_2_12', 'qz_2_15', 'qz_2_34',
        'qz_2_40'], dtype=object)                                     ]","red blue and green"
"9f3fc5d7-372b-4581-9439-591d02a29e37","Which three South American countries does the Equator cross?","[array(['qz_20_2', 'qz_20_3', 'qz_20_4', 'qz_20_6', 'qz_20_7', 'qz_20_8',
        'qz_20_12', 'qz_20_15', 'qz_20_16', 'qz_20_21', 'qz_20_23',
        'qz_20_25', 'qz_20_26', 'qz_20_27', 'qz_20_28'], dtype=object)   ]","brazil colombia and ecuador"
"cdb89790-595b-4e2c-a49f-0699a906df33","In what film did Oprah Winfrey make her big screen acting debut?","[array(['qz_63_0', 'qz_63_1', 'qz_63_2', 'qz_63_3', 'qz_63_5', 'qz_63_7',
        'qz_63_8', 'qz_63_9', 'qz_63_10', 'qz_63_13', 'qz_63_16',
        'qz_63_29'], dtype=object)                                       ]","colour purple"
"f453955e-d03b-4d29-a82a-6b1e117ca833","What is the second lightest chemical element?","[array(['qz_68_2', 'qz_68_6', 'qz_68_7', 'qz_68_8', 'qz_68_10', 'qz_68_11',
        'qz_68_12', 'qz_68_13', 'qz_68_14', 'qz_68_23', 'qz_68_27',
        'qz_68_28', 'qz_68_29', 'qz_68_30', 'qz_68_43'], dtype=object)     ]","solid helium"
"ab8a050f-2e66-483c-9b1c-89a3cb47935c","Used in mathematics, what is the value of Pi to three decimal places?","[array(['qz_74_2', 'qz_74_3', 'qz_74_4', 'qz_74_6', 'qz_74_7', 'qz_74_8',
        'qz_74_13', 'qz_74_19', 'qz_74_21', 'qz_74_23', 'qz_74_25',
        'qz_74_32', 'qz_74_36'], dtype=object)                           ]","three point one four two degrees"
"acaf09cf-4b5e-4c36-a7d7-4cbcb8febae4","What colour is the number 10 on the door of 10 Downing Street? White, Yellow or Brown?","[array(['qz_76_1', 'qz_76_2', 'qz_76_3', 'qz_76_6', 'qz_76_9', 'qz_76_16',
        'qz_76_18', 'qz_76_19', 'qz_76_35', 'qz_76_41'], dtype=object)    ]","white finn"
"6eeafbf4-2c7b-4f88-b65c-458e34b7e87b","What was advertised with Eva Herzagovia using the slogan hello boys?","[array(['qz_77_0', 'qz_77_1', 'qz_77_2', 'qz_77_3', 'qz_77_4', 'qz_77_5',
        'qz_77_6', 'qz_77_7', 'qz_77_8', 'qz_77_9'], dtype=object)       ]","wonderbra women"
"e1937e2a-a030-4f4d-8e92-ffefbedbe90d","What number in Bingo is sometimes referred to as Heinz varieties?","[array(['qz_78_0', 'qz_78_4', 'qz_78_26', 'qz_78_34'], dtype=object)]","fifty seven"
"46453faa-8938-4bfd-9835-b45b3696e5d9","As at March 2001, who holds the record for scoring the most league goals for the soccer team Arsenal?","[array(['qz_107_0', 'qz_107_2', 'qz_107_10', 'qz_107_17', 'qz_107_24',
        'qz_107_31'], dtype=object)                                   ]","mr wright"
"d4bf7459-13b0-43da-9653-93363fba3436","How many verses make up the national anthem God Save The Queen?","[array(['qz_122_0', 'qz_122_4', 'qz_122_6', 'qz_122_7', 'qz_122_8',
        'qz_122_14', 'qz_122_27', 'qz_122_28', 'qz_122_35', 'qz_122_37',
        'qz_122_39', 'qz_122_43'], dtype=object)                        ]","3"
"e6c59be8-d2bf-46cc-a605-ccd65f7a9ff5","What colour is the cross on the national flag of Switzerland?","[array(['qz_127_0', 'qz_127_1', 'qz_127_2', 'qz_127_3', 'qz_127_4',
        'qz_127_6', 'qz_127_7', 'qz_127_12', 'qz_127_14', 'qz_127_17',
        'qz_127_18', 'qz_127_25', 'qz_127_32', 'qz_127_38', 'qz_127_39',
        'qz_127_40', 'qz_127_41', 'qz_127_44'], dtype=object)           ]","rgb 255 255 255"
"1e11614c-2401-4190-87e9-7a7579dd5cc9","Who was the American President when the Berlin Wall was constructed?","[array(['qz_135_0', 'qz_135_1', 'qz_135_2', 'qz_135_3', 'qz_135_4',
        'qz_135_5', 'qz_135_6', 'qz_135_7', 'qz_135_8', 'qz_135_9',
        'qz_135_12', 'qz_135_13', 'qz_135_16', 'qz_135_18', 'qz_135_20',
        'qz_135_35', 'qz_135_38'], dtype=object)                        ]","jfk"
"3ce4cb8c-a2c3-4916-a15f-e3100696ca53","What is the minimum number of darts a person needs to throw to complete a leg from 501?","[array(['qz_147_1', 'qz_147_2', 'qz_147_3', 'qz_147_4', 'qz_147_5',
        'qz_147_8', 'qz_147_9', 'qz_147_13', 'qz_147_15', 'qz_147_23',
        'qz_147_34', 'qz_147_37', 'qz_147_41'], dtype=object)         ]","9"
"de8fcc6b-82e9-4c91-85ff-9c73230e26fb","What was the first British football team to win the European Cup?","[array(['qz_148_0', 'qz_148_1', 'qz_148_2', 'qz_148_3', 'qz_148_4',
        'qz_148_5', 'qz_148_7', 'qz_148_8', 'qz_148_9', 'qz_148_10',
        'qz_148_14', 'qz_148_15', 'qz_148_16', 'qz_148_18', 'qz_148_19',
        'qz_148_22', 'qz_148_23', 'qz_148_25', 'qz_148_30', 'qz_148_32',
        'qz_148_34', 'qz_148_36', 'qz_148_37', 'qz_148_38', 'qz_148_39'],
       dtype=object)                                                     ]","celtic"
"f4ac1eb1-43ae-4b04-8aac-70fc83dac921","What is the most popular natural attraction in Alaska?","[array(['qz_186_0', 'qz_186_1', 'qz_186_4', 'qz_186_5', 'qz_186_7',
        'qz_186_9', 'qz_186_20'], dtype=object)                    ]","denali south buttress"
"0893810e-61d0-4e5e-99ca-a74b025d0aa5","What type of acid is extracted from the juice of lemons, oranges, limes, and grapefruit?","[array(['qz_188_1', 'qz_188_4', 'qz_188_5', 'qz_188_8', 'qz_188_23',
        'qz_188_30', 'qz_188_32'], dtype=object)                    ]","atc code a09ab04"
"d3b16a77-23ef-4140-86dc-8b62bf1ab521","How many pieces are there in a standard set of dominoes?","[array(['qz_196_0', 'qz_196_1', 'qz_196_3', 'qz_196_4', 'qz_196_5',
        'qz_196_7', 'qz_196_9', 'qz_196_11', 'qz_196_12', 'qz_196_27'],
       dtype=object)                                                   ]","28"
"9dc577e2-1454-4f85-bc72-ec25062f2ef6","What is the acronym for the agency which provides co-operation between police forces worldwide?","[array(['qz_204_1', 'qz_204_2', 'qz_204_21', 'qz_204_28'], dtype=object)]","icpo interpol"
"c380b608-e2ad-4274-8a50-69f47c386fd5","As at the year 2001, what are the only two films to receive 14 Oscar nominations?","[array(['qz_233_0', 'qz_233_3', 'qz_233_4', 'qz_233_7', 'qz_233_8',
        'qz_233_17', 'qz_233_30', 'qz_233_36'], dtype=object)      ]","all about eve and titanic"
"4ad563db-0a71-4095-8bc7-9b5fc9eb8fd7","What were Benjy and Laska, which were sent into space in 1958?","[array(['qz_250_2', 'qz_250_3', 'qz_250_4', 'qz_250_5', 'qz_250_6',
        'qz_250_7', 'qz_250_12', 'qz_250_14'], dtype=object)       ]","mice"
"c6fe4e74-894c-42d8-b130-3ab337dfee9a","In what year in the 20th century was the Miss World contest held for the first time?","[array(['qz_256_2', 'qz_256_5', 'qz_256_6', 'qz_256_7', 'qz_256_8',
        'qz_256_10', 'qz_256_12', 'qz_256_16', 'qz_256_18', 'qz_256_22',
        'qz_256_26', 'qz_256_27', 'qz_256_31', 'qz_256_37', 'qz_256_39',
        'qz_256_40', 'qz_256_47'], dtype=object)                        ]","1951"
"ef044db8-fea0-4b5a-9823-add8c322ffc7","In which year was the Encyclopedia Britannica first published?","[array(['qz_267_1', 'qz_267_2', 'qz_267_6', 'qz_267_7', 'qz_267_8',
        'qz_267_9', 'qz_267_46'], dtype=object)                    ]","1768"
"cbfbdf3a-73ca-4ff7-8bc3-65d9179df101","On the London Underground, which is the only line to connect at some point with every other line on the system?","[array(['qz_298_0', 'qz_298_1', 'qz_298_4', 'qz_298_6', 'qz_298_9',
        'qz_298_10', 'qz_298_12', 'qz_298_15', 'qz_298_17', 'qz_298_24',
        'qz_298_28', 'qz_298_31', 'qz_298_42'], dtype=object)           ]","jubilee line"
"2647872e-58e2-4257-844d-fb1bf8917d8f","In 1981, what became the first ever music video to be shown on MTV?","[array(['qz_322_30'], dtype=object)]","video killed radio star by buggles"
"b14b7470-3133-453b-a681-e700320a8929","Who wrote The Importance Of Being Earnest?","[array(['qz_340_1', 'qz_340_2', 'qz_340_3', 'qz_340_5', 'qz_340_6',
        'qz_340_8', 'qz_340_10', 'qz_340_11', 'qz_340_12', 'qz_340_29',
        'qz_340_48'], dtype=object)                                    ]","oscar o flahertie wills wilde"
"b0d453bc-446c-4b2b-b90c-0f504c847540","Thomas Edison, who invented the lightbulb, was afraid of the dark?","[array(['qz_347_0', 'qz_347_1', 'qz_347_7', 'qz_347_9', 'qz_347_10',
        'qz_347_11', 'qz_347_21', 'qz_347_30', 'qz_347_31', 'qz_347_37'],
       dtype=object)                                                     ]","true disambiguation"
"95df6b84-7d43-4d01-b5c2-13ff6d23facb","Taphephobia is the fear of losing your teeth?","[array(['qz_349_0', 'qz_349_2', 'qz_349_5', 'qz_349_38'], dtype=object)]","falsehood"
"4a048230-e254-46c0-a060-f5a94721746a","The letter t is the second most common letter used in the English language?","[array(['qz_351_0', 'qz_351_1', 'qz_351_2', 'qz_351_5', 'qz_351_8',
        'qz_351_9', 'qz_351_10', 'qz_351_11', 'qz_351_12', 'qz_351_14',
        'qz_351_17', 'qz_351_18', 'qz_351_20', 'qz_351_22', 'qz_351_24',
        'qz_351_27', 'qz_351_33', 'qz_351_34'], dtype=object)           ]","true song"
"ab3c7b96-ce6d-4818-b601-bfc13def7283","The invention of what in 1867, made Alfred Nobel famous?","[array(['qz_374_0', 'qz_374_1', 'qz_374_3', 'qz_374_4', 'qz_374_5',
        'qz_374_6', 'qz_374_7', 'qz_374_8', 'qz_374_9', 'qz_374_10',
        'qz_374_11', 'qz_374_12', 'qz_374_13', 'qz_374_14', 'qz_374_16',
        'qz_374_20', 'qz_374_33', 'qz_374_34', 'qz_374_36'], dtype=object)]","dynamite"
"9e9147b9-88f1-48b7-8b53-899a00ad0124","What is the most populated city in America?","[array(['qz_385_0', 'qz_385_2', 'qz_385_4', 'qz_385_5', 'qz_385_6',
        'qz_385_7', 'qz_385_8', 'qz_385_9', 'qz_385_12', 'qz_385_17',
        'qz_385_26', 'qz_385_30', 'qz_385_33', 'qz_385_34', 'qz_385_45'],
       dtype=object)                                                     ]","new york usa state"
"7d3a3cbf-3dc3-499e-a41a-a01b0305a764","What is the only letter of the alphabet which does not appear in any of the names of the 50 American states?","[array(['qz_418_1', 'qz_418_2', 'qz_418_3', 'qz_418_4', 'qz_418_6',
        'qz_418_14', 'qz_418_17', 'qz_418_18', 'qz_418_20', 'qz_418_23',
        'qz_418_38'], dtype=object)                                     ]","🅀"
"44f9d10a-c6b4-48d5-95cd-7dd52d3ebe05","In 1931, what became the first ever televised sports event?","[array(['qz_419_1', 'qz_419_2', 'qz_419_4', 'qz_419_7', 'qz_419_11',
        'qz_419_13', 'qz_419_14', 'qz_419_18', 'qz_419_19', 'qz_419_20',
        'qz_419_26', 'qz_419_28', 'qz_419_29', 'qz_419_32', 'qz_419_34',
        'qz_419_39', 'qz_419_42'], dtype=object)                        ]","derby stakes"
"166c8f44-65e0-4f43-a0ad-c0124226f273","What was the Spice Girls' debut single called?","[array(['qz_429_0', 'qz_429_1', 'qz_429_2', 'qz_429_3', 'qz_429_4',
        'qz_429_5', 'qz_429_6', 'qz_429_7', 'qz_429_8', 'qz_429_9',
        'qz_429_11', 'qz_429_14', 'qz_429_16', 'qz_429_23', 'qz_429_28',
        'qz_429_33', 'qz_429_35', 'qz_429_38', 'qz_429_40'], dtype=object)]","wanna be"
"4536509d-fa63-4797-bd79-ae579d91a514","What are the only two musical notes which have no flats?","[array(['qz_430_1', 'qz_430_2', 'qz_430_4', 'qz_430_12', 'qz_430_14',
        'qz_430_16', 'qz_430_19', 'qz_430_20', 'qz_430_24', 'qz_430_34',
        'qz_430_41', 'qz_430_42'], dtype=object)                        ]","c and f"
"2dbe2373-e75f-4dbe-8a54-0b4cb030565c","From which country do French fries originate? France, Belgium or Switzerland?","[array(['qz_438_2', 'qz_438_5', 'qz_438_7', 'qz_438_12', 'qz_438_22',
        'qz_438_26', 'qz_438_29', 'qz_438_43', 'qz_438_44'], dtype=object)]","confederatio helvetica"
"f41bd12e-15e3-4bf8-a125-38695b22f094","For what novel did J. K. Rowling win the 1999 Whitbread Children's book of the year award?","[array(['qz_453_1', 'qz_453_2', 'qz_453_4', 'qz_453_5', 'qz_453_9',
        'qz_453_32'], dtype=object)                                ]","harry potter and prisoner of azkaban book"
"d666cab9-236a-4621-8824-ab1152ce3e48","Mary has a large bedroom and the only light switch is on the wall approximately 20 feet away from her bed. How can she turn off the light, but still get into bed before it is dark?","[array(['qz_544_16', 'qz_544_20', 'qz_544_31'], dtype=object)]","by going to bed when it is still daylight"
"59d9d95a-4bcf-49f2-bbdc-1bac37acc2ce","What is the longest word can be typed using only the top row of letters on a typewriter?","[array(['qz_547_0', 'qz_547_1', 'qz_547_3', 'qz_547_6', 'qz_547_8',
        'qz_547_9', 'qz_547_10', 'qz_547_12', 'qz_547_22', 'qz_547_23',
        'qz_547_30'], dtype=object)                                    ]","typewriterly"
"d9c297f1-c410-4ce3-a5c0-b5ac4e62f503","A man lives on the 20th floor of a block of flats. If it is a rainy day, he gets into the elevator in the morning, goes down to the ground floor and goes off to work. In the afternoon when he comes home, he gets into the elevator and goes straight to the 20th floor. However, if it is a sunny day he goes down to the ground floor in the morning, but when he comes home he only goes up to the 10th floor and then walks up 10 flights of stairs. Why?","[array(['qz_548_0'], dtype=object)]","man is short and can only reach elevator button 20 when he has his umbrella"
"02ff905f-b25c-4358-8461-56fc8dc0e929","What is the only football league team in Britain which doesn't have any of the letters from the word football in its name?","[array(['qz_578_21', 'qz_578_25', 'qz_578_29', 'qz_578_33', 'qz_578_37'],
       dtype=object)                                                     ]","ancrum road primary school"
"3b2e8c01-2fb2-4fc1-9161-0f574f6a5045","In which city would you find O'Hare International Airport?","[array(['qz_603_0', 'qz_603_1', 'qz_603_2', 'qz_603_4', 'qz_603_5',
        'qz_603_7', 'qz_603_14', 'qz_603_17', 'qz_603_19', 'qz_603_20',
        'qz_603_22', 'qz_603_25', 'qz_603_34'], dtype=object)          ]","chicago finance committee"
"125b7ff9-ef85-4480-8b1b-eac842e8759f","Which Asian country was once called Siam?","[array(['qz_608_0', 'qz_608_1', 'qz_608_2', 'qz_608_3', 'qz_608_4',
        'qz_608_5', 'qz_608_6', 'qz_608_7', 'qz_608_8', 'qz_608_9',
        'qz_608_10', 'qz_608_11', 'qz_608_14', 'qz_608_17', 'qz_608_18',
        'qz_608_19', 'qz_608_21', 'qz_608_22', 'qz_608_36', 'qz_608_37',
        'qz_608_41'], dtype=object)                                     ]","prathet thai"
"87c9569f-d929-4ada-8459-a66a26aeb8b5","Which three countries does Luxembourg border?","[array(['qz_609_0', 'qz_609_2', 'qz_609_3', 'qz_609_12', 'qz_609_14',
        'qz_609_20', 'qz_609_25', 'qz_609_27', 'qz_609_31', 'qz_609_34',
        'qz_609_37', 'qz_609_44'], dtype=object)                        ]","france germany and belgium"
"c708ae1a-2f9d-4ad6-a1c0-5eef00401e52","What are the names of Donald Duck's three nephews?","[array(['qz_611_1', 'qz_611_2', 'qz_611_3', 'qz_611_5', 'qz_611_6',
        'qz_611_9', 'qz_611_12', 'qz_611_18'], dtype=object)       ]","huey dewey"
"d84b00dc-e3f4-4941-9458-c8944323a2c9","In which 1993 film does a boy called Jonah write to a woman called Annie, asking her to meet his father at the Empire State building on St. Valentine's Day?","[array(['qz_620_0', 'qz_620_14', 'qz_620_19', 'qz_620_20', 'qz_620_24',
        'qz_620_29', 'qz_620_42', 'qz_620_43'], dtype=object)          ]","sleepless in seattle film"
"f2689302-b42a-4544-897c-b452556590be","Who had a top ten hit in 1988 with Valentine?","[array(['qz_621_1', 'qz_621_2', 'qz_621_6', 'qz_621_8', 'qz_621_18',
        'qz_621_21', 'qz_621_36'], dtype=object)                    ]","t pau"
"2d27f92e-defa-41f1-b109-192087bd16ea","What is the second most common word in written English?","[array(['qz_644_1', 'qz_644_2', 'qz_644_3', 'qz_644_4', 'qz_644_5',
        'qz_644_6', 'qz_644_7', 'qz_644_11', 'qz_644_18', 'qz_644_19',
        'qz_644_20', 'qz_644_21', 'qz_644_22', 'qz_644_28', 'qz_644_30',
        'qz_644_35', 'qz_644_39', 'qz_644_40', 'qz_644_47', 'qz_644_48'],
       dtype=object)                                                     ]","of"
"90577639-c511-480a-bd2d-3d1281770272","In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?","[array(['qz_647_0', 'qz_647_2', 'qz_647_3', 'qz_647_4', 'qz_647_7',
        'qz_647_8', 'qz_647_9', 'qz_647_34', 'qz_647_36'], dtype=object)]","inky ghost"
"720d3c47-e195-4f5b-b63b-12ae90e67697","More commonly known as the thigh bone, what is the medical name for the longest bone in the human body?","[array(['qz_664_0', 'qz_664_2', 'qz_664_3', 'qz_664_4', 'qz_664_6',
        'qz_664_7', 'qz_664_8', 'qz_664_13', 'qz_664_14', 'qz_664_20',
        'qz_664_23', 'qz_664_24', 'qz_664_30', 'qz_664_32', 'qz_664_34'],
       dtype=object)                                                     ]","fuemur"
"05d76620-a57b-4d0a-ba3d-adb7ed3f183e","What word is used to describe someone who is neither left or right handed, but can use both hands with equal ease?","[array(['qz_666_1', 'qz_666_2', 'qz_666_3', 'qz_666_5', 'qz_666_7',
        'qz_666_8', 'qz_666_16', 'qz_666_23', 'qz_666_27', 'qz_666_38'],
       dtype=object)                                                    ]","ambidexterity"
